,Unnamed: 0,_id,text,tags,definitions,technical_instruction_for_dev,sap_products,content_relevant_to_technical_risks,cost_information,risk_for_gl,support_information,marked,is_priority_statement,user_id
34,34,5e94e5dbe55dd0f9169ca512,"LinkedIn reserves the right to limit your use of the Services, including the number of your connections and your ability to contact other Members. LinkedIn reserves the right to restrict, suspend, or terminate your account if LinkedIn believes that you may be in breach of this Contract or law or are misusing the Services (e.g. violating any Do and Don’ts).","['changes to service', 'usage limits', 'termination/suspension']",0,0,0,0,1,0,0,1.0,1.0,I830949
34,34,5e94e5dbe55dd0f9169ca512,"linkedin reserves the right to limit your use of the services, including the number of your connections and your ability to contact other members. linkedin reserves the right to restrict, suspend, or terminate your account if linkedin believes that your application may be in breach of this contract or law or are misusing the services (e.g. violating any do and don’ts).","['changes to service', 'usage limits', 'termination/suspension']",0,1,0,1,1,0,0,1.0,1.0,I830949
34,34,5e94e5dbe55dd0f9169ca512,"linkedin reserves the right to limit your use of the services, including the number of your connections and your ability to contact other members. linkedin reserves the right to restrict, suspend, or terminate your account if linkedin believes that your implementation may be in breach of this contract or law or are misusing the services (e.g. violating any do and don’ts).","['changes to service', 'usage limits', 'termination/suspension']",0,1,0,1,1,0,0,1.0,1.0,I830949
35,35,5e94e5dbe55dd0f9169ca513,"TO THE EXTENT ALLOWED UNDER LAW, LINKEDIN AND ITS AFFILIATES (AND THOSE THAT LINKEDIN WORKS WITH TO PROVIDE THE SERVICES) (A) DISCLAIM ALL IMPLIED WARRANTIES AND REPRESENTATIONS (E.G. WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, ACCURACY OF DATA, AND NONINFRINGEMENT); (B) DO NOT GUARANTEE THAT THE SERVICES WILL FUNCTION WITHOUT INTERRUPTION OR ERRORS, AND (C) PROVIDE THE SERVICE (INCLUDING CONTENT AND INFORMATION) ON AN “AS IS” AND “AS AVAILABLE” BASIS.",['as-is and as-available'],0,0,0,0,0,0,0,0.0,1.0,
36,36,5e94e5dbe55dd0f9169ca514,"TO THE EXTENT PERMITTED UNDER LAW (AND UNLESS LINKEDIN HAS ENTERED INTO A SEPARATE WRITTEN AGREEMENT THAT OVERRIDES THIS CONTRACT), LINKEDIN AND ITS AFFILIATES (AND THOSE THAT LINKEDIN WORKS WITH TO PROVIDE THE SERVICES) SHALL NOT BE LIABLE TO YOU OR OTHERS FOR ANY INDIRECT, INCIDENTAL, SPECIAL, CONSEQUENTIAL OR PUNITIVE DAMAGES, OR ANY LOSS OF DATA, OPPORTUNITIES, REPUTATION, PROFITS OR REVENUES, RELATED TO THE SERVICES (E.G. OFFENSIVE OR DEFAMATORY STATEMENTS, DOWN TIME OR LOSS, USE OF, OR CHANGES TO, YOUR INFORMATION OR CONTENT).",['liability'],0,0,0,0,0,0,0,1.0,1.0,I831094
36,36,5e94e5dbe55dd0f9169ca514,"to the extent permitted under law (and unless linkedin has entered into a separate written agreement that overrides this contract), linkedin and its affiliates (and those that linkedin works with to provide the services) shall not be liable to your application or others for any indirect, incidental, special, consequential or punitive damages, or any loss of data, opportunities, reputation, profits or revenues, related to the services (e.g. offensive or defamatory statements, down time or loss, use of, or changes to, your information or content).",['liability'],0,1,0,1,0,0,0,1.0,1.0,I831094
36,36,5e94e5dbe55dd0f9169ca514,"to the extent permitted under law (and unless linkedin has entered into a separate written agreement that overrides this contract), linkedin and its affiliates (and those that linkedin works with to provide the services) shall not be liable to your implementation or others for any indirect, incidental, special, consequential or punitive damages, or any loss of data, opportunities, reputation, profits or revenues, related to the services (e.g. offensive or defamatory statements, down time or loss, use of, or changes to, your information or content).",['liability'],0,1,0,1,0,0,0,1.0,1.0,I831094
37,37,5e94e5dbe55dd0f9169ca515,"SOME LAWS DO NOT ALLOW THE LIMITATION OR EXCLUSION OF LIABILITY, SO THESE LIMITS MAY NOT APPLY TO YOU.",['liability'],0,0,0,1,0,0,0,1.0,1.0,I076758
38,38,5e94e5dbe55dd0f9169ca516,"IN NO EVENT SHALL THE LIABILITY OF LINKEDIN AND ITS AFFILIATES (AND THOSE THAT LINKEDIN WORKS WITH TO PROVIDE THE SERVICES) EXCEED, IN THE AGGREGATE FOR ALL CLAIMS, AN AMOUNT THAT IS THE LESSER OF (A) FIVE TIMES THE MOST RECENT MONTHLY OR YEARLY FEE THAT YOU PAID FOR A PREMIUM SERVICE, IF ANY, OR (B) US $1000.",['liability'],0,0,0,0,0,0,0,1.0,1.0,I076782
38,38,5e94e5dbe55dd0f9169ca516,"in no event shall the liability of linkedin and its affiliates (and those that linkedin works with to provide the services) exceed, in the aggregate for all claims, an amount that is the lesser of (a) five times the most recent monthly or yearly fee that your application paid for a premium service, if any, or (b) us $1000.",['liability'],0,1,0,1,0,0,0,1.0,1.0,I076782
38,38,5e94e5dbe55dd0f9169ca516,"in no event shall the liability of linkedin and its affiliates (and those that linkedin works with to provide the services) exceed, in the aggregate for all claims, an amount that is the lesser of (a) five times the most recent monthly or yearly fee that your implementation paid for a premium service, if any, or (b) us $1000.",['liability'],0,1,0,1,0,0,0,1.0,1.0,I076782
39,39,5e94e5dbe55dd0f9169ca517,"THIS LIMITATION OF LIABILITY IS PART OF THE BASIS OF THE BARGAIN BETWEEN YOU AND LINKEDIN AND SHALL APPLY TO ALL CLAIMS OF LIABILITY (E.G. WARRANTY, TORT, NEGLIGENCE, CONTRACT, LAW) AND EVEN IF LINKEDIN OR ITS AFFILIATES HAS BEEN TOLD OF THE POSSIBILITY OF ANY SUCH DAMAGE, AND EVEN IF THESE REMEDIES FAIL THEIR ESSENTIAL PURPOSE.",['liability'],0,0,0,0,0,0,0,1.0,1.0,I831094
39,39,5e94e5dbe55dd0f9169ca517,"this limitation of liability is part of the basis of the bargain between your application and linkedin and shall apply to all claims of liability (e.g. warranty, tort, negligence, contract, law) and even if linkedin or its affiliates has been told of the possibility of any such damage, and even if these remedies fail their essential purpose.",['liability'],0,1,0,1,0,0,0,1.0,1.0,I831094
39,39,5e94e5dbe55dd0f9169ca517,"this limitation of liability is part of the basis of the bargain between your implementation and linkedin and shall apply to all claims of liability (e.g. warranty, tort, negligence, contract, law) and even if linkedin or its affiliates has been told of the possibility of any such damage, and even if these remedies fail their essential purpose.",['liability'],0,1,0,1,0,0,0,1.0,1.0,I831094
40,40,5e94e5dbe55dd0f9169ca518,"Both you and LinkedIn may terminate this Contract at any time with notice to the other. On termination, you lose the right to access or use the Services.",['termination/suspension'],0,0,0,0,0,0,0,1.0,1.0,I830949
40,40,5e94e5dbe55dd0f9169ca518,"both your application and linkedin may terminate this contract at any time with notice to the other. on termination, you lose the right to access or use the services.",['termination/suspension'],0,1,0,1,0,0,0,1.0,1.0,I830949
40,40,5e94e5dbe55dd0f9169ca518,"both your implementation and linkedin may terminate this contract at any time with notice to the other. on termination, you lose the right to access or use the services.",['termination/suspension'],0,1,0,1,0,0,0,1.0,1.0,I830949
